name;measure;value_2020;value_2021;value_2022;value_2023;rank_2020;rank_2021;rank_2022;rank_2023;matrix_class_2020;matrix_class_2021;matrix_class_2022;matrix_class_2023
AIA Group;assets_m;284132.0;326121.0;339874.0;0.0;109.0;99.0;97.0;0.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";na_class
AIA Group;employees;23000.0;23397.0;23981.0;0.0;435.0;446.0;434.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
AIA Group;profits_m;6648.0;5779.0;7427.0;0.0;84.0;85.0;116.0;0.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";na_class
AIA Group;revenues_m;47242.0;50359.0;47525.0;0.0;250.0;213.0;288.0;0.0;"]70% ; 80%]";"]60% ; 70%]";"]70% ; 80%]";na_class
AT&T;assets_m;551669.0;525761.0;551622.0;402853.0;64.0;70.0;65.0;69.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
AT&T;employees;247800.0;230760.0;202600.0;160700.0;74.0;83.0;97.0;142.0;"]40% ; 50%]";"]40% ; 50%]";"]50% ; 60%]";"]60% ; 70%]"
AT&T;profits_m;13903.0;-5176.0;20081.0;-8524.0;29.0;468.0;33.0;486.0;"]30% ; 40%]";<=0;"]30% ; 40%]";<=0
AT&T;revenues_m;181193.0;171760.0;168864.0;120741.0;22.0;26.0;32.0;78.0;"]10% ; 20%]";"]20% ; 30%]";"]20% ; 30%]";"]40% ; 50%]"
AXA;assets_m;876458.0;984656.0;881733.0;743376.0;42.0;41.0;46.0;45.0;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]";"]60% ; 70%]"
AXA;employees;99843.0;96595.0;92398.0;90443.0;235.0;239.0;249.0;255.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
AXA;profits_m;4317.0;3605.0;8624.0;7021.0;136.0;143.0;92.0;112.0;"]70% ; 80%]";"]70% ; 80%]";"]60% ; 70%]";"]70% ; 80%]"
AXA;revenues_m;148984.0;128011.0;144447.0;109067.0;34.0;46.0;48.0;91.0;"]20% ; 30%]";"]20% ; 30%]";"]30% ; 40%]";"]40% ; 50%]"
AbbVie;assets_m;89115.0;150565.0;146529.0;138805.0;247.0;185.0;194.0;189.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
AbbVie;employees;30000.0;47000.0;50000.0;50000.0;418.0;377.0;352.0;348.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
AbbVie;profits_m;7882.0;4616.0;11542.0;11836.0;68.0;111.0;69.0;65.0;"]50% ; 60%]";"]70% ; 80%]";"]50% ; 60%]";"]50% ; 60%]"
AbbVie;revenues_m;33266.0;45804.0;56197.0;58054.0;376.0;247.0;227.0;239.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Abbott Laboratories;assets_m;67887.0;72548.0;75196.0;74438.0;286.0;295.0;307.0;294.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Abbott Laboratories;employees;107000.0;109000.0;113000.0;115000.0;215.0;207.0;201.0;198.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Abbott Laboratories;profits_m;3687.0;4495.0;7071.0;6933.0;168.0;115.0;122.0;117.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Abbott Laboratories;revenues_m;31904.0;34608.0;43075.0;43653.0;391.0;350.0;325.0;336.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Accenture;assets_m;29790.0;37079.0;43176.0;47263.0;434.0;418.0;394.0;373.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Accenture;employees;492000.0;506000.0;624000.0;721000.0;13.0;12.0;8.0;7.0;"]10% ; 20%]";"]10% ; 20%]";"]10% ; 20%]";"]10% ; 20%]"
Accenture;profits_m;4779.0;5108.0;5907.0;6877.0;117.0;97.0;152.0;120.0;"]70% ; 80%]";"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]"
Accenture;revenues_m;43215.0;44327.0;50533.0;61594.0;278.0;258.0;268.0;219.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Achmea;assets_m;100441.0;114615.0;0.0;0.0;234.0;229.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Achmea;employees;13801.0;13921.0;0.0;0.0;461.0;472.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Achmea;profits_m;537.0;732.0;0.0;0.0;374.0;328.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Achmea;revenues_m;27593.0;26843.0;0.0;0.0;459.0;454.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Adecco Group;assets_m;11865.0;0.0;0.0;0.0;486.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Adecco Group;employees;35000.0;0.0;0.0;0.0;400.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Adecco Group;profits_m;814.0;0.0;0.0;0.0;345.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Adecco Group;revenues_m;26221.0;0.0;0.0;0.0;481.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Adidas;assets_m;23211.0;0.0;0.0;0.0;453.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Adidas;employees;59533.0;0.0;0.0;0.0;340.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Adidas;profits_m;2212.0;0.0;0.0;0.0;236.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Adidas;revenues_m;26459.0;0.0;0.0;0.0;477.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Aegon;assets_m;494247.0;543140.0;532403.0;0.0;69.0;69.0;68.0;0.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";na_class
Aegon;employees;23757.0;22322.0;22271.0;0.0;434.0;450.0;442.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Aegon;profits_m;1387.0;-166.0;2341.0;0.0;298.0;426.0;281.0;0.0;"]90% ; 100%]";<=0;"]90% ; 100%]";na_class
Aegon;revenues_m;75344.0;58211.0;63663.0;0.0;124.0;172.0;200.0;0.0;"]50% ; 60%]";"]60% ; 70%]";"]60% ; 70%]";na_class
Agricultural Bank of China;assets_m;3571542.0;4169356.0;4576306.0;4919030.0;3.0;3.0;3.0;3.0;"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]";"]10% ; 20%]"
Agricultural Bank of China;employees;467631.0;462592.0;455174.0;452258.0;15.0;18.0;16.0;18.0;"]10% ; 20%]";"]10% ; 20%]";"]10% ; 20%]";"]10% ; 20%]"
Agricultural Bank of China;profits_m;30701.0;31293.0;37391.0;38524.0;9.0;9.0;10.0;11.0;"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]"
Agricultural Bank of China;revenues_m;147313.0;153885.0;181412.0;187061.0;35.0;29.0;28.0;32.0;"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]"
Air France-KLM Group;assets_m;34497.0;0.0;0.0;0.0;417.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Air France-KLM Group;employees;83097.0;0.0;0.0;0.0;282.0;0.0;0.0;0.0;"]80% ; 90%]";na_class;na_class;na_class
Air France-KLM Group;profits_m;325.0;0.0;0.0;0.0;398.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Air France-KLM Group;revenues_m;30432.0;0.0;0.0;0.0;409.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Air Liquide;assets_m;0.0;0.0;0.0;52836.0;0.0;0.0;0.0;356.0;na_class;na_class;na_class;"]90% ; 100%]"
Air Liquide;employees;0.0;0.0;0.0;67109.0;0.0;0.0;0.0;316.0;na_class;na_class;na_class;"]90% ; 100%]"
Air Liquide;profits_m;0.0;0.0;0.0;2902.0;0.0;0.0;0.0;233.0;na_class;na_class;na_class;"]90% ; 100%]"
Air Liquide;revenues_m;0.0;0.0;0.0;31483.0;0.0;0.0;0.0;485.0;na_class;na_class;na_class;"]90% ; 100%]"
Airbus;assets_m;128413.0;134734.0;121712.0;123712.0;195.0;199.0;220.0;203.0;"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]";"]80% ; 90%]"
Airbus;employees;134931.0;131349.0;126495.0;134267.0;164.0;166.0;176.0;162.0;"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]";"]60% ; 70%]"
Airbus;profits_m;-1524.0;-1291.0;4981.0;4467.0;466.0;450.0;180.0;182.0;<=0;<=0;"]80% ; 90%]";"]80% ; 90%]"
Airbus;revenues_m;78883.0;56872.0;61658.0;61805.0;116.0;179.0;207.0;218.0;"]40% ; 50%]";"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]"
Aisin;assets_m;36945.0;36411.0;34641.0;31157.0;405.0;421.0;423.0;431.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Aisin;employees;119535.0;118359.0;117177.0;116649.0;192.0;190.0;195.0;192.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Aisin;profits_m;221.0;997.0;1264.0;278.0;408.0;306.0;353.0;422.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Aisin;revenues_m;34810.0;33260.0;34873.0;32528.0;357.0;365.0;409.0;467.0;"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]"
Albertsons;assets_m;24735.0;26598.0;28123.0;26168.0;448.0;447.0;444.0;448.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Albertsons;employees;270000.0;300000.0;195750.0;198650.0;66.0;48.0;102.0;105.0;"]40% ; 50%]";"]30% ; 40%]";"]50% ; 60%]";"]50% ; 60%]"
Albertsons;profits_m;466.0;850.0;1620.0;1514.0;382.0;315.0;327.0;302.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Albertsons;revenues_m;62455.0;69690.0;71887.0;77650.0;174.0;133.0;170.0;164.0;"]60% ; 70%]";"]50% ; 60%]";"]60% ; 70%]";"]60% ; 70%]"
Alfresa Holdings;assets_m;0.0;11905.0;0.0;0.0;0.0;491.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Alfresa Holdings;employees;0.0;12045.0;0.0;0.0;0.0;476.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Alfresa Holdings;profits_m;0.0;231.0;0.0;0.0;0.0;386.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Alfresa Holdings;revenues_m;0.0;24556.0;0.0;0.0;0.0;493.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Alibaba Group Holding;assets_m;185027.0;257978.0;267467.0;255263.0;151.0;123.0;118.0;109.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Alibaba Group Holding;employees;117600.0;251462.0;254941.0;235216.0;198.0;68.0;70.0;82.0;"]70% ; 80%]";"]40% ; 50%]";"]40% ; 50%]";"]40% ; 50%]"
Alibaba Group Holding;profits_m;21450.0;22224.0;9701.0;10625.0;13.0;14.0;82.0;75.0;"]20% ; 30%]";"]20% ; 30%]";"]60% ; 70%]";"]60% ; 70%]"
Alibaba Group Holding;revenues_m;73166.0;105866.0;132936.0;126813.0;132.0;63.0;55.0;68.0;"]50% ; 60%]";"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]"
Alimentation Couche-Tard;assets_m;22608.0;25680.0;28395.0;29592.0;457.0;453.0;442.0;437.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Alimentation Couche-Tard;employees;133000.0;131000.0;124000.0;122000.0;169.0;169.0;181.0;183.0;"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Alimentation Couche-Tard;profits_m;1834.0;2354.0;2706.0;2683.0;262.0;200.0;260.0;244.0;"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]"
Alimentation Couche-Tard;revenues_m;59118.0;54132.0;45760.0;62810.0;183.0;191.0;308.0;213.0;"]60% ; 70%]";"]60% ; 70%]";"]80% ; 90%]";"]60% ; 70%]"
Allianz;assets_m;1134954.0;1297243.0;1295531.0;1089944.0;26.0;26.0;32.0;35.0;"]40% ; 50%]";"]40% ; 50%]";"]40% ; 50%]";"]50% ; 60%]"
Allianz;employees;147268.0;150269.0;155411.0;159253.0;147.0;140.0;144.0;143.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Allianz;profits_m;8858.0;7756.0;7815.0;7087.0;60.0;60.0;109.0;111.0;"]50% ; 60%]";"]50% ; 60%]";"]60% ; 70%]";"]70% ; 80%]"
Allianz;revenues_m;130359.0;136173.0;144517.0;129059.0;46.0;38.0;47.0;67.0;"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]";"]30% ; 40%]"
Allstate;assets_m;119950.0;125987.0;99440.0;97957.0;206.0;215.0;248.0;232.0;"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]"
Allstate;employees;46035.0;42010.0;54500.0;54250.0;373.0;389.0;340.0;341.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Allstate;profits_m;4847.0;5576.0;1599.0;-1311.0;115.0;90.0;330.0;476.0;"]70% ; 80%]";"]60% ; 70%]";"]90% ; 100%]";<=0
Allstate;revenues_m;44675.0;44791.0;53228.0;51412.0;263.0;254.0;246.0;274.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Alphabet;assets_m;275909.0;319616.0;359268.0;365264.0;111.0;103.0;90.0;80.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Alphabet;employees;118899.0;135301.0;156500.0;190234.0;193.0;162.0;142.0;111.0;"]70% ; 80%]";"]60% ; 70%]";"]60% ; 70%]";"]50% ; 60%]"
Alphabet;profits_m;34343.0;40269.0;76033.0;59972.0;8.0;7.0;4.0;4.0;"]10% ; 20%]";"]10% ; 20%]";"]10% ; 20%]";"]10% ; 20%]"
Alphabet;revenues_m;161857.0;182527.0;257637.0;282836.0;29.0;21.0;17.0;17.0;"]20% ; 30%]";"]10% ; 20%]";"]10% ; 20%]";"]10% ; 20%]"
Aluminum Corp. of China;assets_m;93948.0;96920.0;98305.0;90619.0;243.0;247.0;250.0;248.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Aluminum Corp. of China;employees;156286.0;152681.0;138717.0;130416.0;135.0;138.0;160.0;168.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]"
Aluminum Corp. of China;profits_m;273.0;321.0;1399.0;1698.0;403.0;374.0;343.0;289.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Aluminum Corp. of China;revenues_m;51649.0;53191.0;80407.0;76946.0;217.0;198.0;139.0;166.0;"]60% ; 70%]";"]60% ; 70%]";"]50% ; 60%]";"]60% ; 70%]"
Amazon;assets_m;225248.0;321195.0;420549.0;462675.0;134.0;102.0;74.0;63.0;"]80% ; 90%]";"]70% ; 80%]";"]60% ; 70%]";"]60% ; 70%]"
Amazon;employees;798000.0;1298000.0;1608000.0;1541000.0;5.0;2.0;2.0;2.0;"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]"
Amazon;profits_m;11588.0;21331.0;33364.0;-2722.0;40.0;16.0;14.0;480.0;"]40% ; 50%]";"]20% ; 30%]";"]20% ; 30%]";<=0
Amazon;revenues_m;280522.0;386064.0;469822.0;513983.0;9.0;3.0;2.0;4.0;"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]"
Amer International Group;assets_m;23171.0;31047.0;33633.0;31835.0;454.0;438.0;427.0;428.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Amer International Group;employees;18103.0;20180.0;22398.0;23175.0;450.0;457.0;441.0;434.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Amer International Group;profits_m;1807.0;1852.0;2011.0;1497.0;264.0;232.0;299.0;304.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Amer International Group;revenues_m;88862.0;100281.0;112049.0;90498.0;91.0;68.0;76.0;124.0;"]40% ; 50%]";"]30% ; 40%]";"]30% ; 40%]";"]50% ; 60%]"
America Movil;assets_m;81132.0;81591.0;82588.0;83055.0;259.0;275.0;282.0;268.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
America Movil;employees;191523.0;186851.0;181205.0;176014.0;107.0;106.0;115.0;123.0;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]";"]60% ; 70%]"
America Movil;profits_m;3518.0;2181.0;9490.0;3788.0;180.0;206.0;86.0;209.0;"]80% ; 90%]";"]80% ; 90%]";"]60% ; 70%]";"]80% ; 90%]"
America Movil;revenues_m;52323.0;47326.0;49702.0;42724.0;209.0;237.0;275.0;347.0;"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]"
American Airlines Group;assets_m;59995.0;0.0;66467.0;64716.0;306.0;0.0;321.0;315.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
American Airlines Group;employees;133700.0;0.0;123400.0;129700.0;167.0;0.0;183.0;171.0;"]60% ; 70%]";na_class;"]70% ; 80%]";"]70% ; 80%]"
American Airlines Group;profits_m;1686.0;0.0;-1993.0;127.0;274.0;0.0;482.0;446.0;"]90% ; 100%]";na_class;<=0;"]90% ; 100%]"
American Airlines Group;revenues_m;45768.0;0.0;29882.0;48971.0;257.0;0.0;479.0;289.0;"]70% ; 80%]";na_class;"]90% ; 100%]";"]80% ; 90%]"
American Express;assets_m;198321.0;191367.0;188548.0;228354.0;142.0;151.0;154.0;122.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]70% ; 80%]"
American Express;employees;64500.0;63700.0;64000.0;77300.0;327.0;328.0;323.0;285.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]"
American Express;profits_m;6759.0;3135.0;8060.0;7514.0;82.0;164.0;105.0;105.0;"]60% ; 70%]";"]80% ; 90%]";"]60% ; 70%]";"]70% ; 80%]"
American Express;revenues_m;47020.0;38185.0;43663.0;55625.0;251.0;312.0;320.0;252.0;"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]";"]70% ; 80%]"
American International Group;assets_m;525064.0;586481.0;596112.0;526634.0;66.0;64.0;60.0;61.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
American International Group;employees;46000.0;45000.0;36600.0;26200.0;375.0;381.0;397.0;425.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
American International Group;profits_m;3348.0;-5944.0;9388.0;10276.0;190.0;472.0;87.0;77.0;"]80% ; 90%]";<=0;"]60% ; 70%]";"]60% ; 70%]"
American International Group;revenues_m;49746.0;43736.0;52057.0;56437.0;231.0;263.0;255.0;247.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Amgen;assets_m;0.0;62948.0;0.0;0.0;0.0;326.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Amgen;employees;0.0;24300.0;0.0;0.0;0.0;441.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Amgen;profits_m;0.0;7264.0;0.0;0.0;0.0;65.0;0.0;0.0;na_class;"]50% ; 60%]";na_class;na_class
Amgen;revenues_m;0.0;25424.0;0.0;0.0;0.0;475.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Anglo American;assets_m;56152.0;62534.0;65985.0;67407.0;322.0;328.0;325.0;313.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Anglo American;employees;63000.0;64000.0;62000.0;105000.0;331.0;326.0;329.0;215.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]70% ; 80%]"
Anglo American;profits_m;3547.0;2089.0;8562.0;4514.0;179.0;212.0;94.0;177.0;"]80% ; 90%]";"]80% ; 90%]";"]60% ; 70%]";"]80% ; 90%]"
Anglo American;revenues_m;29870.0;30902.0;41554.0;35118.0;417.0;398.0;331.0;427.0;"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]"
Anheuser-Busch InBev;assets_m;236648.0;226410.0;217627.0;212943.0;126.0;134.0;135.0;127.0;"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Anheuser-Busch InBev;employees;171915.0;163695.0;169339.0;166632.0;123.0;131.0;128.0;132.0;"]50% ; 60%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Anheuser-Busch InBev;profits_m;9171.0;1405.0;4670.0;5969.0;55.0;263.0;190.0;133.0;"]50% ; 60%]";"]90% ; 100%]";"]80% ; 90%]";"]70% ; 80%]"
Anheuser-Busch InBev;revenues_m;53723.0;47358.0;54304.0;57786.0;205.0;236.0;239.0;240.0;"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Anhui Conch Group;assets_m;31609.0;37624.0;44445.0;43732.0;426.0;417.0;387.0;386.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Anhui Conch Group;employees;55952.0;59823.0;59739.0;61637.0;351.0;334.0;331.0;330.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Anhui Conch Group;profits_m;1773.0;1878.0;1922.0;871.0;267.0;228.0;306.0;366.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Anhui Conch Group;revenues_m;33916.0;37930.0;39700.0;32991.0;365.0;315.0;353.0;461.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]"
Ansteel Group;assets_m;47781.0;52135.0;77451.0;69740.0;353.0;357.0;301.0;309.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Ansteel Group;employees;126909.0;119331.0;173597.0;163992.0;182.0;188.0;122.0;138.0;"]70% ; 80%]";"]70% ; 80%]";"]60% ; 70%]";"]60% ; 70%]"
Ansteel Group;profits_m;-209.0;259.0;1141.0;608.0;450.0;383.0;360.0;386.0;<=0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Ansteel Group;revenues_m;31469.0;30886.0;59448.0;50041.0;399.0;399.0;217.0;281.0;"]90% ; 100%]";"]90% ; 100%]";"]60% ; 70%]";"]70% ; 80%]"
Apple;assets_m;338516.0;323888.0;351002.0;352755.0;89.0;101.0;95.0;83.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Apple;employees;137000.0;147000.0;154000.0;164000.0;160.0;146.0;145.0;137.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Apple;profits_m;55256.0;57411.0;94680.0;99803.0;3.0;1.0;2.0;2.0;"]10% ; 20%]";"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]"
Apple;revenues_m;260174.0;274515.0;365817.0;394328.0;12.0;6.0;7.0;8.0;"]10% ; 20%]";"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]"
ArcelorMittal;assets_m;87908.0;82052.0;90512.0;94547.0;249.0;273.0;266.0;239.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
ArcelorMittal;employees;191248.0;167743.0;157909.0;154352.0;108.0;126.0;139.0;149.0;"]50% ; 60%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
ArcelorMittal;profits_m;-2454.0;-733.0;14956.0;9302.0;474.0;442.0;52.0;84.0;<=0;<=0;"]40% ; 50%]";"]60% ; 70%]"
ArcelorMittal;revenues_m;70615.0;53270.0;76571.0;79844.0;146.0;197.0;153.0;155.0;"]50% ; 60%]";"]60% ; 70%]";"]50% ; 60%]";"]50% ; 60%]"
Archer Daniels Midland;assets_m;43997.0;49719.0;56136.0;59774.0;371.0;368.0;352.0;336.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Archer Daniels Midland;employees;38100.0;38332.0;39979.0;41181.0;394.0;398.0;384.0;379.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Archer Daniels Midland;profits_m;1379.0;1772.0;2709.0;4340.0;299.0;240.0;259.0;187.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]"
Archer Daniels Midland;revenues_m;64656.0;64355.0;85249.0;101556.0;168.0;146.0;124.0;98.0;"]60% ; 70%]";"]50% ; 60%]";"]50% ; 60%]";"]40% ; 50%]"
Arrow Electronics;assets_m;16401.0;17054.0;19536.0;21763.0;475.0;475.0;470.0;461.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Arrow Electronics;employees;19300.0;19600.0;20700.0;22300.0;446.0;461.0;447.0;437.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Arrow Electronics;profits_m;-204.0;584.0;1108.0;1427.0;449.0;344.0;362.0;311.0;<=0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Arrow Electronics;revenues_m;28917.0;28673.0;34477.0;37124.0;439.0;422.0;415.0;401.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Assicurazioni Generali;assets_m;577558.0;666616.0;666538.0;553827.0;61.0;57.0;57.0;59.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Assicurazioni Generali;employees;71936.0;72644.0;74621.0;82061.0;310.0;302.0;292.0;272.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Assicurazioni Generali;profits_m;2988.0;1987.0;3366.0;3063.0;207.0;217.0;237.0;228.0;"]80% ; 90%]";"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]"
Assicurazioni Generali;revenues_m;105921.0;97129.0;117155.0;85750.0;66.0;73.0;72.0;137.0;"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]";"]50% ; 60%]"
AstraZeneca;assets_m;0.0;66729.0;105363.0;96483.0;0.0;316.0;237.0;236.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
AstraZeneca;employees;0.0;76100.0;83100.0;83500.0;0.0;290.0;268.0;266.0;na_class;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
AstraZeneca;profits_m;0.0;3196.0;112.0;3288.0;0.0;160.0;457.0;220.0;na_class;"]80% ; 90%]";"]90% ; 100%]";"]80% ; 90%]"
